
11/16/18,11:05 PM, ,8.3388, ,$0.00,
11/16/18,11:04 PM, ,9.6142, ,$0.00,
11/16/18,08:29 PM, ,3.1572, ,$0.00,
11/09/18,09:07 PM, ,14.496, ,$0.00,
10/13/18,5:44 AM, ,43.7402, ,$0.00,
10/13/18,6:03 AM, ,1.3603, ,$0.00,
10/13/18,6:07 AM, ,12.6054, ,$0.00,
10/13/18,6:23 PM, ,23.8710, ,$0.00,
10/22/18,8:48 AM, ,5.2460, ,$0.00,
10/25/18,7:27 AM, ,69.9218, ,$0.00,
10/25/18,7:31 AM, ,9.5244, ,$0.00,
10/25/18,7:58 AM, ,0.7041, ,$0.00,
10/25/18,8:40 AM, ,0.7382, ,$0.00,
10/25/18,9:20 AM, ,69.9355, ,$0.00,
10/25/18,9:33 AM, ,8.6044, ,$0.00,
10/25/18,10:31 AM, ,0.0097, ,$0.00,
10/25/18,10:31 AM, ,12.5830, ,$0.00,
10/25/18,10:49 AM, ,5.9990, ,$0.00,
10/25/18,10:58 AM, ,0.4736, ,$0.00,
10/25/18,10:58 AM, ,1.2783, ,$0.00,
10/25/18,11:21 AM, ,7.1113, ,$0.00,
10/25/18,11:23 AM, ,1.4404, ,$0.00,
10/25/18,11:55 AM, ,0.4707, ,$0.00,
10/25/18,12:04 PM, ,0.0937, ,$0.00,
10/25/18,4:13 PM, ,206.3955, ,$0.00,
10/25/18,6:13 PM, ,115.5244, ,$0.00,
10/25/18,7:55 PM, ,5.6513, ,$0.00,
10/25/18,11:57 PM, ,106.3750, ,$0.00,
10/26/18,7:54 AM, ,64.8632, ,$0.00,
10/26/18,7:57 AM, ,19.0429, ,$0.00,
10/27/18,6:37 PM, ,11.4736, ,$0.00,
10/27/18,8:27 PM, ,1.0605, ,$0.00,
10/27/18,10:54 PM, ,23.5039, ,$0.00,
10/31/18,7:46 PM, ,0.0029, ,$0.00,
11/01/18,5:32 PM, ,0.0048, ,$0.00,
11/02/18,7:28 PM, ,162.4316, ,$0.00,
11/02/18,7:37 PM, ,4.0605, ,$0.00,
11/02/18,7:46 PM, ,0.2548, ,$0.00,
11/02/18,8:15 PM, ,9.0664, ,$0.00,
11/02/18,8:39 PM, ,0.0664, ,$0.00,
11/02/18,8:44 PM, ,1.4628, ,$0.00,
11/02/18,8:53 PM, ,3.7431, ,$0.00,
11/02/18,9:00 PM, ,0.7167, ,$0.00,
11/02/18,9:00 PM, ,40.1083, ,$0.00,
11/02/18,9:23 PM, ,0.2392, ,$0.00,
11/02/18,9:27 PM, ,0.0253, ,$0.00,
11/03/18,10:00 AM, ,50.8330, ,$0.00,
11/03/18,12:20 PM, ,12.4570, ,$0.00,
11/03/18,2:13 PM, ,9.5449, ,$0.00,
11/03/18,3:07 PM, ,4.5263, ,$0.00,
11/03/18,3:08 PM, ,4.6962, ,$0.00,
11/03/18,3:24 PM, ,4.9277, ,$0.00,
11/03/18,5:04 PM, ,75.4160, ,$0.00,
11/03/18,6:57 PM, ,16.9628, ,$0.00,
11/03/18,8:43 PM, ,114.7910, ,$0.00,
11/03/18,10:27 PM, ,1.4169, ,$0.00,
11/04/18,8:41 AM, ,128.7822, ,$0.00,
11/04/18,8:45 AM, ,3.1289, ,$0.00,
11/04/18,9:06 AM, ,0.0058, ,$0.00,
11/04/18,9:37 AM, ,0.7177, ,$0.00,
11/04/18,9:55 AM, ,4.0839, ,$0.00,
11/04/18,9:56 AM, ,0.2099, ,$0.00,
11/04/18,9:58 AM, ,0.2929, ,$0.00,
11/04/18,9:59 AM, ,0.1962, ,$0.00,
11/04/18,12:23 PM, ,19.1201, ,$0.00,
11/04/18,1:08 PM, ,1.0712, ,$0.00,
11/04/18,1:37 PM, ,1.0908, ,$0.00,
11/04/18,1:46 PM, ,0.0556, ,$0.00,
11/04/18,1:49 PM, ,12.8369, ,$0.00,
11/04/18,1:52 PM, ,3.0644, ,$0.00,
11/04/18,1:59 PM, ,8.8281, ,$0.00,
11/04/18,3:40 PM, ,50.2265, ,$0.00,
11/05/18,8:41 AM, ,0.0058, ,$0.00,
11/06/18,4:23 PM, ,28.6435, ,$0.00,
11/06/18,4:49 PM, ,8.6318, ,$0.00,
11/06/18,6:49 PM, ,14.0888, ,$0.00,
11/06/18,7:58 PM, ,0.1435, ,$0.00,
11/06/18,7:58 PM, ,1.5498, ,$0.00,
11/06/18,8:34 PM, ,0.0615, ,$0.00,
11/06/18,8:34 PM, ,0.0458, ,$0.00,
11/06/18,8:40 PM, ,0.0156, ,$0.00,
11/06/18,8:46 PM, ,0.0234, ,$0.00,
11/06/18,8:46 PM, ,0.0820, ,$0.00,
11/06/18,8:57 PM, ,0.2109, ,$0.00,
11/06/18,8:57 PM, ,0.0810, ,$0.00,
11/06/18,9:50 PM, ,0.7929, ,$0.00,
11/06/18,9:50 PM, ,0.0195, ,$0.00,
